document,label
죄인이나.. 찰스나.. 비슷한 사차원에 안드로메다 아닌가?,1
안철수님아 정말 실망입니다.큰인물이 될줄 알았는데.역시 당신도 덩달아. 정말 실망입니다.,1
철수야 독일여행 가자,0
마찬가지였지. 김대x. 노무x.똑같은 계보야. 더하면 더했지ㅎ,1
어김없이 또 최신순 댓글밖에 없구나!! 그래도 네이버노출배너에 오래 보여주고 있다는것만 해도 다행이라 생각해야하나?? 항상 안철수대표 관련 댓글 좀 달리면 바로 노출기사 다른 것으로 대체하면서 바꿔치기하더니 오늘 일요일은 별다른 기사가 없었나? // 많이 수상한 나라..... 네이버에 노출이 어느 정도 되느냐에 따라 대한민국여론이 결정되니 참 딱하다!!! 그래도 안철수대표같이 상식적이고 합리적으로 정부 비판하면서 중심을 잡아주는 정치인이 있어서 다행이다.,1
기쁨조가 대단하긴 한가보다,0
근데 안철수 얘때문에 2년뒤 대선에도 17년처럼 보수 표 갈라질것같은데 에휴ㅋㅋㅋㅋ,1
아바타 요세 주둥이에 누가 모터 달아줬냐? 요세 쉼없이 까고있네,1
안철수 멋지다.,0
희한하네. 대깨문들은 왜 삽살개를 제대로 비판하면 개떼 같이 몰려 들어 상대가 누군지 가리지 않고 물어 뜯을까? 설마 국민이 선출한 대통령은 북괴 수령처럼 무오 존재로 혹은 신왕으로 착각하나? 그리고 그렇게 욕하던 맹바그네 때 실정만을 들춰내며 왜 정신 승리할까? 그 잘난 문재인 정권은 최소한 그보단 잘 해야 하는 거 아님? 왜 비교 대상을 자기들이 혐오하는 정권으로 잡았을까나. 속으론 찰스나 맹바그네를 존경하고 있어서 그런가?,1
"철수군, 자네가 대통령이면 어떻게 할지 딱~ 한번만 밝혀다오. 정말로 궁굼해서...................... (물론 대통령 깜은 전혀 아니지만...)",1
난 안철수 뒷북이 더 분통터져,0
대통령 흉본다고 안철수가 나아보이지않는데 누구한테 칭찬받고싶어 대통령흉을봐?참영양가없는짓하네 역시 스케일이 쪼잔하네 점점더실망스럽네,1
그렇게 동떨어지는 말만하니 지지율이 그모양이지요 급해도 그렇지 말이되는 소리를 해야지,1
공산당이 싫습니다 문재인 퇴임후 양산 온다고 오기만 해봐라 이빨 갈고있다,1
그러는당신 자신만 생각하잔아 똥뭇은개 겨뭇은개 나무란 다더니 당신이야 이당저당 돈가지고 만들기만 하고 국민은 안중에 없고 에고에고,1
자네는 평화보다 대치가 정상이라고 보는가? 서로가 물어뜯고 가끔씩 포 한방 날리고.,1
월북인지 표류사고인지 정부는 정확히 밝혀라 녹음 파일 확보 했다면서 왜? 공개 안 하는가?,1
이렇게 쌔게 나올줄 아는 사람인데... 시기가 너무 아쉽다...... 좀만 더 빨리 마음을 먹지.....,1
제발 투표 좀 잘하자,0
철수형~ 일단 서울시장되서 시민단체들 밥줄부터 끊어버려요. 거지문빠들 울부짖는 꼴 보고싶으니 ㅋ,1
"여전히올바른가치관,이젠라도홍어떼처럼 비열하고끈질겨야됨,그래야더러운정치판에서 성공함",1
철수야 그만 놀고 집에가자 니가 놀곳도 아니고 더놀면 다친다 집에가서 공부더하고 또나와서 놀자~~,1
반쪽도 이리고 한쪼기리 조각만 바라보는 시각으로 누구를 죽이려고 그러시나,1
문재인이 대통령인 세상에서 행복한 유일한 사람이 집가진 대깨문이지. 나머지는 초토화야. 하긴 한부류가 더있지 묻지도 따지지도 않고 지지하는 어느 지역 사람들. 문재인이 집권하는동안 세상 조용한 날이 몇일이나 되는가? 편가르기 싸움붙이기 북한한테 굽신대기 부동산 물가 폭등 지들비리 파묻기 지겹다.,1
주딩이질은 세계쵝오!,1
원래 트집잡기는 쉬워,1
백신철수 가즈아 문적폐들을 백신으로 치료해 주시옵소서,1
우리 철수형... 민주당하고 잇을 때 좀만 통 큰 모습을 보여줬으면 참 좋았을텐데. 그랬음 지금쯤 전폭적 지지를 했을 텐데.... 금태섭만큼은 옆에 있게끔 했어야지,1
재앙이는 김정은 바지가랑이 잡고늘어져야한다 아니면 퇴임후에 수갑 찰수밖에없다.수갑 안찰려고 공수처 만들어놨지만 공수처도 완전면죄부처가 아니라서 불안한거다,1
옳은말씀.,1
안철수 의원님 최고의 대답이네요~,0
무능력자 문죄인..지겹다. 민주당에선 다 도찐개찐 대통령 깜이없다! 더 공산국가로 후퇴당하기전에 안철수나. 홍준표나 대통령됬음 좋겠다.,1
ㅋㅋㅋㅋㅋㅋㅋㅋ문빠들 반박은 못하고 그저 안철수 까고있네 왜 틀린말 아니잖어,1
"서울시장 나올라고 , 그럴라면 감성에 호소하는 신파소설 고만 쓰고 앞으로 어떻게 하면 이런 일이 않생길 지 틀려도 좋고 엉터리 라도 좋으니 니 생각이나 대안을 한 번 말해 봐라 없으면 고마 철수하고",1
당신은 늘 그래 답도없으면서 이러다또떨어지면 뱅기타고어느나라몇년 짱박혀있다가오겠지,1
철수야 말도 안되는소리 고마하고걍 철수해라,1
철수야 계단으로 도망가야지.문ㄷ신은 홍준표가 처리해줄께,1
바른말하는데도 그뜻을 모르고 정권에 맹종하는 비열한문빠들은 조용히 침묵을 지키고 있어야하는 것 아닌가?,1
대통령이면 생각할게 얼마나 많겠냐~~딱 니 수준에서만 생각 하는 초딩 이구나.~너는 딱 종제기 수준.,1
심지어 철수가 뭉가보다 1000만배 나아 보인다,1
그걸 이제 알았냐???????? 문죄인 야당시절때도 북한 옹호하고 쉴드치지 바뻣다 그런대 이제 권력까지 생기니 대놓고 종북질하는거지 이번 공무원피살되고 수사할때 아예 첨부터 월북했다고 확정하고 수사한거 뽀록 터졌잖아,1
말이라고 하는건가...?한심하다~!!!ㅠㅠ,1
안 대표님 대국민담화 안됩니다 저것들 자기 지지자들만 불러서 또 쇼합니다,1
문대통령은 대한민국의 통일에 관심이 있고 안철수는 괸심이 없는 놈이다. 통일의 의미도 모르는 쓰레기가 정치를 한다니 가소롭기 짝이 없다.,1
정책이라곤 1도 제시하는건 없는 인간이 뭔 견소리고. 철수야 집에가자,1
울지말고 이야기 해라.. 왜 저만 미워 합니까.,1
자명한 건 지도자가 무식하면서 그릇된 신념에 푹 빠져 있다는것. 무식한 오기는 전체를 위험에 빠트릴 수 있다는걸 보여줌,1
철수는 나가있어,0
분6동터질게 머있어 철수가 대통하면되지 함 밀어줄께 잘혀봐 ᆢ,1
문재인은 자기정권때 적화통일 말고는 관심없어요~,1
홍준표가 이런말 하면 이해가 가지만..,1
대깨문은 왜 ? 안철수가 말만하면 악플을 달까 ? 그것은 옳은 말만하니까 1년 후가불안하기 때문이다,1
촬스는 생각이 짧아요.안보 빵점,1
"찰수씨 아찌 내마을을 대신해 그렇게 쓴소리를 하셧소~~고맙소~~문씨가 북한에 대한 업적쌓기 행동을 할때 김정은이는 홱무기 강국이 되어 좋아하고 있지않소...북한에게 앞으로 끌려 당하는꼴이 눈앞이 선하오.,문씨는 현실을 인정하지 않는 갓인시 무능한것인지??참 안따갑소~~",1
"나는 부산 사나이라고 외치고, 한 달 동안 부산에 내려와 선거유세 해보소. 그럼 지지율 확확 올라가요. 전라도만 가지 말고.",1
맞는 말 하구만...,1
원래 이런놈인데 이제야 아셨수,1
뜬금없이 하는일없이 주둥이만 나불거리는 너를보면 국민들도 분통터질거다,1
철수씨~~인자 고만하자~~,1
"남북 분단 때문에 희생당한 남북의 젊은이들이 무슨 죄겠습니까? 위정자들의 권력욕과 야욕 때문에 더이상 희생자가 나와선 안됩니다. 게임이론의 팃포탯(tit for tat)전략의 효율성이 말해주듯, 대북강경책이 필요한 경우도 있습니다. 문제는 그것이 비극을 영속시키는 영구분단의 방향으로 흘러선 안된다는 겁니다. 유연하게 대응해야 합니다. 보수정권의 유연하지 않은 대북강경책 9년간 북한의 광기는 더 심해졌습니다. 천안함 폭침, 연평도 피격, 미사일 실험, 핵실험도 더 심해졌습니다. 문정부 초기만해도 긴장은 심했지만 지금 좀 다릅니다.",1
말이 너무 많아 근데 말이 없어지면 존재감이 없어져서 어쩔 수 없는 것 같기도 하고.,0
댓글보니 문빠들이 저리설치는데 밤이 깊은 새벽인듯~~대한민국이 빨리 이 악몽에서 깨어났으면~~,1
서울시장 먼저하시고 세력키워서 대통령 한번 해서 이 비뚫어진 나라 한번 바로 잡아주시길...,1
철수야영희야 딱 이수준을 못 넘네,1
그걸 이제 아셨나요?? 문재앙=북재앙,1
의사가운 입었을때 제일 잘 어울리는분....그자리가 맞는거같은데 안타깝다 주위에서 펌프질 하겠지? 공부만 한사람은 착하고 단순해서 잘 속아~~ㅠ,1
모지리가 뭐래,1
철수 화이팅!,1
난 진짜 이해가 안된다. 살인한 가해자가 아니라 살해당한 피해자를 욕하는 정치권.. 과연 누굴 위한 정치인가?,1
"안철수 , 요즘 맞는말만 하네 , ,ㅋㅋㅋㅋㅋ , //",1
감히 한나라 대통령한테 말하는 꼬라지 보소. 지지율 1프로는 나오냐,1
비젼제시 ..정책제시..뉴스보고 기사보고 남까는것만 하지말고 나라의급한 정책과 나아갈길을 제시하라고..아니면 애들이나 가르치던지..,1
와 무슨 안철수가 무섭긴 한가보다...안철수 이야기만 나오면 다들 부들부들 날리치네...정말 갈수록 저 집단이 싫어진다....,1
"칠수야, 칠수야~ 이 쫌생아~",1
분통 터지면... 달려야지... 마라톤 다시 시작해라... 앞으로 뭐 크게 할일도 없을 것 같은데...,1
귀막고 입막고 살어,1
네이버 이런 기사에는 순공감을 왜 빼나? 정권에 빌붙어서 나중에 패가망신 한다,1
앗찰스는 깜도 안되는게,1
말 잘한다 ㅎ,0
난 네 하는 꼬 라지가 더 한숨이,1
믿을사람은 안철수밖에 없어요 서울시장을 통해 검증받고 대선 갑시다 ! 야권통합은 꼭 이뤄져야 합니다 !,1
더도말고 돌도말고 문재인 정권만큼만 해라남북관계 이렇게라도 안했음 심심하면 서해 동해에 미사일 발싸하고 우린 불안해서 못살것이다,1
"찰스야! 넌 정치를 할려면 국회의원 선거부터 나와라!넌 정치인도 아니고, 그렇다고 정치 평론가도 아니고...자꾸 간보지말고, 뭐를 할건지 확실히해라!",1
네 심불뽀가 더 터지겠다 푼돈인생 뭘 해도 좁쌀철수,1
"민간인 사살은 월북몰이로 숨기더니, 연병식은 대놓고 선전질에 nsc 소집하고 난리구나",1
문제인한테 국민은 자신의 망상을 실험할 개..돼지일뿐,1
안철수 : “아직도 내가 마라톤을 왜 뛴지 몰라”,1
문재인 이상태로 그냥 내버려둬도 괜찮은가? 우리나라 현재 진짜 위험한 상태인거 같아,1
"댓글에 비아냥 거리는 사람들이 일명 대깨문이고, 그런 사람들의 수준이 많으니 이나라의 국가지도자들이 그들 수준에 맞는 지도자들이 있는것임. 즉, 한국의 수준이자 그 수준에 맞는 지도자가 있는상황임. 참 아쉽다. 한국의 발전이 아직도 멀었구나..",1
안찰쑤 간잽이는 간만보고 돌아다녀서 좋것따 취미로 정치하냐 ~~ 꺼져라 개보수는 가짜다 지이익만 따진다 🔊🔊~~~the 🍳,1
팩트긴하지..,1
안은 마라톤이 먼저,0
철수니가 하는 짓거라가 분통이 터진다.,1
문재인은 대한민국대통령으로서 철학이있는지 묻고싶다 국가관도 없어보이구 오로지 패거리정치에 자신부하들인지 문빠들인지 몰라도 아무리 잘못을 해도 책임을 묻지 않는 양아치들 형태로 국정운영한다 국가의기본틀도 없이 오로지 주사파 패거리 정치를한다 국가관이나 국정철학이있는지 해명바란다,1
느들이 뭔들 안 꼬아 보이것냐?,1
문죄인에 하는 꼴은 북한에 무릎꿇고 항복선언이다? 남북 공동조사 제안도 이미지 메킹이다? 민심때문에 툭 던져놓은 홍시 감이다?,1
다음 대통령 어느당이 될지 누가될지 조린 마음은 알겠는데보자 좀 다음 다른당 대통령시 얼마나 욕만먹을 만큼 잘하나보자정도껏 좀 해라 물론 지금 대통령 잘 한다고 칭찬은 않하겠다만누가 칭찬 먹고 잘할 대통령이 있을지 궁금 하네?그래서 니네는 할께 없어서 대통령 흉잡을꺼만 찾고 있는거야?그럴 시간에 다른 칭찬 받을 만한 믿을 만한 껀덕지좀 찾아봐그럼 다시 봐질꺼 아냐?다 똑 같은것들이 그러니까 웃음이나서 그래,1
웃긴게 이번사건 관련 아는것도 쥐뿔없는거 같은데 월북의도가 있었다는건 귀신같이 빨리 알아냄.. 솔까 진짜로 월북의도가 있었다해도 검증에 검증을 거쳐 신중하게 발표를 했어야지.. 그 분 가족들은 생각도 안하나? 이건 진짜 국민은 일도 고려안하는 처사다..,1
속시원하다 북한사랑 조선인주의공화국 남한지부더불어공산당,1
안철수는 안철수처럼하자 안어울린다 네거티브,1
"철수야, 대한민국이 문재인 대통령 개인꺼는 아니잖아.대통령 개인을 위해 북한을 생각하고 공조를 도모하려 하겠냐? 그것도 1년여 뒤에는 임기 마치는데, 평화공조 깔아 놓으려고 하는 이유가 있다고는 생각이 안드냐?",1
자기 지지율에 취해 자기 하고싶은 것만 하는 대통령인데 과연 담화를 할수 있을까요? 국민과 소통하겠다는 거짓말.. 다 거짓말.. 그 거짓말도 좋다는 멍청한 국민들이 있는 한 움직이지 않습니다. 나라망신 보다 본인이 더 중요한 사람이라,1
실행력없고 입만 나불대는분이 할말은 아닌듯? 비전을 제시할듯하면서 멍석깔아주면 빼고~ 다른사람이 하는거보고는 비판만 잘하지. 당신이 국민을 입에담을 자격이 있나 싶다,1
철수형 요즘 왤케맞는말만해?,1
철수가 촬스하나? ㅋㅋㅋㅋ...,1
철수야 영희가 안놀아 주데~~심심한가 보네,1
알만한 분이!!!,1
바보철수야 국민을 생각하니 북한문제에 관심을 갖는거 아니니... 이제 멍청한짓 좀 그만 하고 예전 철수로 돌아가라,1
전 대선후보 토론때 이 자가 북추종자라는것을 눈치 못챘군요 이제와서 분통터져 봤자 소잃고 외양간 고치는 격이지요,1
"그럼 철수야 전쟁할까? 평화가 네 재산지키는거 모르냐? 인식이 초딩수준이야. 벗어나질모허네 , 앞으로 한미일과 북중러 냉전체제에선 답없다. 미국이 만들려는 남태평양체제속에서도 우리나라는 답없다. 이체제속에서는 긴장과 전쟁에대한 공포로 살아야한다. 남과북이 평화하고 중러와 일이 평화공존의 체제에서 우리는 평화도 경제성장도 이루어지는것이다. 철수는 지금의 냉전체제로 가라는것인가 남북의 화해와협력이 가져다줄 미래를 그려보고싶지는 않은가말이다. 초딩철수",1
나도 옛날에는 안철수가 싫었다 근데 젊어서 부터 정치만 하고 보스가 되어 대권을 쟁취한 정치인들 대부분은 자기 식구 챙기기에 급급하고 제대로된 이론이 없이 측근 정치 투성이다 전문가가 장관이나 청와대 수석이 되는게 아니라 낙하산 인사다 정치 기득권 금수저들의 세습정치만 양산할 뿐이다 김홍일이 봐라 ?한번 정도는 경제인 오너 출신에게 대권을 맡기는것도 좋을듯 정치인 출신들은 노력한 오너의 삶을 몰라도 너무 몰라 대한민국 정치 경제인에게도 맡겨봐야~~~ 기업경영하듯 나라 살림 잘할끼,1
분통이 터지면 배낭 메고 포도 만원어치 사서 달리시오~,1
안철수님 지지합니다! 2022년에 꼭 대통령으로 당선되고 우리나라 살기좋은 나라로 발전시켜 주세요! 뭐든지 시작하면 끝을 보는 성격이라 골프는 시작도 안했다는거 봤습니다. 대신 마라톤을 하고 있죠. 백신을 개발하고도 국민을 위해 100억을 포기하고 무료보급 했을 때부터 지지했습니다. 우리나라에는 안철수님과 같은 인재들이 필요합니다!,1
안철수덕 안본사람 손들어봐라좋은직업 의사그만두고 컴퓨터백신만들어 누구나 공짜로 쓰게해주고민주당 죽어갈때 구원해준 공은어디로가고 드루킹 이후 안철수 바보만들기 작전에 휩쓸려 부하뇌동 하는 바보들,1
안철수...갈수록 저질되네..,1
나 추워. 창문 좀 닫아줄래?,0
나의 오빠는 강아지를 무서워해.,0
10시야. 너 또 늦었어.,0
정치에 관심이 없어. 그는 음악에 관심이 있어.,0
"나 늦었어? 아니, 제시간에 맞춰왔어.",0
너 신발 멋지다. 새로 산 것이니?,0
"이 호텔은 그리 좋지 않은데, 왜 이렇게 비싸니?",0
너의 전화번호가 무엇이니?,0
너 내 말을 안 듣고 있구나.,0
제발 조용히 해줘. 나 일하는 중이야.,0
"저기 봐, 사라가 있어. 그녀는 갈색 코트를 입고 있어.",0
우리 지금 저녁 식사 중이야. 내가 나중에 전화해도 될까?,0
너 왜 코트를 입고 있니? 지금 춥지 않아.,0
누구 기다리고 있어? 너 Sue 기다리고 있니?,0
너 지금 떠나?,0
너의 친구들은 호텔에 머물고 있니?,0
나는 사무실에서 일하고 내 내 동생은 은행에서 일해.,0
그녀의 부모님은 시카고에 살고 있어.,0
겨울에는 비가 많이 와.,0
병원을 짓는 데 많은 돈이 들어.,0
"차는 마시지만, 커피는 마시지 않아.",0
보통 날씨가 좋아. 비가 자주 내리지 않아.,0
"때때로 그는 늦지만, 그렇게 자주 일어나는 일은 아니야.",0
그의 일을 잘 못해.,0
너 테니스 치니?,0
너의 부모님은 영어로 말할 줄 아시니?.,0
열심히 일하니?,0
너의 여동생은 벤쿠버에 사니?,0
왜 탁자 밑에 들어가 있니?,0
나 피곤해. 나 집에 가고 싶어.,0
이해를 못하겠어. 무슨 뜻이니?,0
"응, 그러나 이름은 기억나지 않아.",0
나는 파란 눈을 가지고 있어.,0
우리 차는 네 개의 문을 가지고 있어.,0
"멋진 집이야, 하지만 차고가 없어.",0
그녀는 어떤 종류의 차를 가지고 있니?,0
너의 가방에 무엇이 들어 있니?,0
어디에 있었니?,0
그들은 지난 일요일에 여기에 오지 않았어.,0
"여행 후 우리는 배고팠어, 하지만 피곤하지는 않았어.",0
너가 휴가 갔을 때 날씨 좋았니?,0
나는 매일 아침 양치를 해.,0
1996년부터 2003년까지 은행에서 일했어.,0
어제 아침 내내 비가 내렸어. 점심에서야 그쳤어.,0
저번 주에 세 번 영화 보러 갔어.,0
"그의 코트를 벗고, 그리고 앉았어.",0
그녀는 자주 외출하니?,0
부모님들께서 좋은 여행을 하셨니?,0
"우리 영화 보러 갔었는데, 그 영화 즐겁지 않았어.",0
지난주 일요일에 비 왔니?,0
그가 뭐라고 했니? / 모르겠어. 듣고 있지 않았어.,0
비가 왔었어. 그래서 우리는 외출하지 않았어.,0
2001년에 우리는 일본에 살고 있었어.,0
"태양은 빛나고, 새들은 노래하네.",0
"내가 전화 했을 때, 티비 보고 있었니?",0
"우리의 휴가 동안에, 비가 오지 않았어.",0
"내가 일어났을 때, 비가 오고 있지 않았어.",0
책을 읽는 도중 잠이 들었어.,0
"나는 과거에 책을 많이 읽곤 했지만, 요즘엔 많이 읽지 않아.",0
"피아노를 가지고 있었지만, 몇 년 전 그것을 팔았어.",0
"내가 어렸을 땐, 토마토를 좋아하지 않았어.",0
 여기에 오기 전에 어디에 살았었니?,0
"그녀는 여태까지 많고 다양한 직업을 가져왔고, 많은 장소에 살았어.",0
몇 번이나 브라질이 월드컵에서 우승했니?,0
내 여동생은 비행기로 한번도 여행한적 없어.,0
나는 한번도 말을 타본 적이 없어.,0
그들은 결혼 한 지 5년 되었어.,0
그녀는 평생 그 장소에 살아왔어.,0
나는 2년 동안 독일에서 공부하고 있어.,0
하루 종일 비가 내리고 있어.,0
그녀는 그곳에 3일 동안 있었어.,0
그녀는 그곳에 월요일부터 있었어.,0
우리는 9시부터 기다리고 있었어.,0
3주 전에 그녀의 새로운 일을 시작했어.,0
나 여권을 잃어 버렸어.,0
그녀는 자러갔어.,0
"아니, 그는 집에 갔어.",0
나 어제 열쇠를 잃어버렸어.,0
응 그들은 방금 도착했어.,0
그들은 이미 도착했어.,0
"아니, 그들은 아직 도착하지 않았어.",0
아직.,0
우리는 작년에 휴가를 떠나지 않았어.,0
"윌리암 셰익스피어는 1564년부터 1616까지 살았고, 그는 작가였어.",0
몇 시에 외출했니?,0
스페인에 가본 적 있니?,0
오렌지는 캐나다로 수입 돼.,0
나는 파티에 초대된 적 없어.,0
전화기는 언제 발명되었니?,0
나는 콜럼비아에서 1989에 태어났어.,0
내 자동차는 차고에 있어. 그것은 수리중이야.,0
몇몇의 새 집들이 공원 반대편에 지어지고 있어.,0
이 셔츠는 세탁된 것이니?,0
"이 방은 더 이상 더럽지 않아, 청소되었거든.",0
"비가 오지 않아서, 우리는 우산이 필요 없었어.",0
어떻게 창문이 깨진 거니?,0
말을 타본 적이 없어.,0
자주 외출 하지 않아.,0
어제 케이크를 만들었어.,0
커피 몇 잔을 타왔어.,0
누군가 어젯밤 이 창문을 깨트렸어.,0
누군가 이 창문을 깨트렸어.,0
내일 테니스를 칠거야.,0
금요일에 치과에 갈거야.,0
다음주 파티에 오지 않을 거야.,0
그 비행기는 내일 아침 7시 30분에 뉴욕에 도착해.,0
나는 아침에 아침식사 하지 않을 거야. 나는 배고프지 않아.,0
파티에 초대할 거니?,0
내일 테니스를 치기로 했어.,0
"하늘을 봐, 비가 올 것 같아.",0
"오늘 밤 전화해도 돼, 나 집에 있을 거야.",0
오래된 빵을 마당에 놔둬. 새들이 그것을 먹을 거야.,0
내 생각에 운전면허시험에 통과 할 것 같아.,0
내일 운전면허 시험을 치룰 거니?,0
내 여행가방은 매우 무거워.,0
피곤해. 내 생각에 오늘밤 일찍 잠들 것 같아.,0
저녁으로 어떤 걸 먹을까?,0
오늘 밤 전화해도 될까?,0
복권을 한 장 사봐. 행운이 따를 지도 몰라.,0
내일 테니스를 칠지도 몰라.,0
파티에 오지 않을지도 몰라.,0
나는 아마 오늘밤 영화 보러 갈 거야.,0
20달러 지폐를 잔돈으로 바꿔 줄 수 있니?,0
나는 다음 주에 파티 열거야,0
그녀는 영어를 많이 이해하지 못했어.,0
"어젯밤 무척 피곤했지만, 잠들 수 없었어.",0
그들은 너와 가까이 사는 게 틀림없어.,0
너 오늘 10시간 일했어. 너는 분명히 피곤할 거야.,0
이 칼을 사용할 때는 반드시 조심해야해. 이 칼은 매우 날카로워.,0
자전거 주행자들은 절대로 인도에서 타면 안돼.,0
충분히 공부하지 않아. 그는 더 열심히 공부해야해.,0
저녁에 초대해도 될까?,0
너무 늦게 잠들어선 안 돼.,0
내 생각에 Lisa는 새 옷을 몇 벌 사야해.,0
나 내일 회사에 늦을 거야. 치과에 가야 하거든.,0
는 그렇게 열심히 일 할 필요 없어. 그는 쉬운 일을 하고 있거든.,0
우리는 버스를 그렇게 오래 기다릴 필요가 없었어.,0
" 많은 국가에서, 남자들은 군 복무를 해야 해.",0
오늘 밤 영화 보러 갈래?,0
오늘 밤 뭐 하고 싶니?,0
영화 보러 가는 거 좋아하니?,0
주말에 뭐 하고 싶니?,0
여기에 앉을래?,0
"나는 지금 가는 것이 좋겠지만, Tom은 더 기다리고 싶어 한다.",0
그녀는 오늘밤에 외출하지 않는 게 좋을 거야.,0
집에 있는 것보다는 외출 하는 편이 좋을 거야.,0
너랑 이야기 하고 싶지 않아. 나가!,0
조심해! 넘어지지마.,0
 오늘밤 저녁으로 생선을 먹자.,0
논쟁하는데 지쳤어. 더 이상 그만하자.,0
지붕에 남자가 있어.,0
10시 반에 열차가 있어.,0
일주일은 7일이야.,0
오늘밤은 TV에 볼 만한게 없어.,0
오늘 밤 좋은 자연 방송이 티비에서 해.,0
오늘 아침 나에게 온 전화 메시지 없었니?,0
어젯밤 사고가 있었어.,0
" 배가 고픈데, 먹을 것이 하나도 없어.",0
지금 몇 시인가요?,0
 10시 30분입니다.,0
우리는 집에 걸어갈 수 있어. 멀지 않아.,0
이사 간다는 게 사실이야?,0
"그녀는 피곤하지 않지만, 그는 피곤해.",0
"내 여동생은 그 영화를 봤으나, 나는 아직 보지 못했어.",0
"나는 더운 날씨를 좋아하지 않지만, Sue는 좋아해.",0
 나는 즐거운 시간을 보냈어.,0
내가? 미안해.,0
그가? 생선은 먹니?,0
"응, 완벽한 날이야.",0
"포틀랜드에 살아, 그렇지?",0
TV를 보지 않아. 신문도 마찬가지로 읽지 않아.,0
나는 내일 여기에 오지 않을 거야. ,0
우리는 어젯밤 영화를 보러갔어.,0
우리는 내일 여기에 오지 않을 거야.,0
나는 배우가 되고 싶지 않아,0
그들은 분명히 자동차가 없을 거야.,0
주말에 많은 것을 해.,0
일본에 가본 적 있니?,0
지난주에 손가락이 부러졌어.,0
내일 회의에 참석하지 못하니?,0
왜 지난밤에 전화하지 않았니?,0
이 집에 누가 사니?,0
무슨 일이 일어나고 있니?,0
 뭐라고 했었어?,0
누구를 찾니?,0
이 책들은 누구 것이니?,0
어느 병원에 계셔?,0
나는 어제 Nicole의 부모님을 만났어.,0
좋은 휴가 보냈니? 날씨는 어땠어?,0
그녀의 국적은 무엇이니?,0
캐나다와 호주 중에 어느 나라가 더 크니?,0
어떤 종류의 음악을 좋아해?,0
직장에 어떻게 가니?,0
배우는 것은 오랜 시간이 걸려.,0
오믈렛을 만드는데 오래 걸리지 않아.,0
내가 운전을 배우는 데 얼마나 걸릴까?,0
직업을 찾는데 오래 걸렸니?,0
저 사람들 누군지 알아?,0
나는 이 카메라가 얼마인지 알고 있어.,0
내가 열쇠들을 어디에 놨는지 기억나지 않아,0
누군가 나를 봤는지 못 봤는지 모르겠어.,0
그녀가 새로운 직장을 즐기고 있다고 말했어.,0
일찍 떠나야 했다고 말했어.,0
 그녀는 그녀의 아들이 학교를 좋아하지 않았다고 말했어.,0
그녀가 너에게 무슨 말을 했니?,0
그는 그가 지쳤다고 말했어.,0
나는 내일 너를 만날 수 없어.,0
많은 사람을 알지 못해.,0
Dave 는 공장에서 일하곤 했어.,0
오늘 일하지 않아.,0
너 외출했을 때 불 끄는 것을 잊었어.,0
"책을 읽으려고 했는데, 너무 피곤했어. (그러지 못했다)",0
나는 일찍 일어나도 상관없어.,0
나는 차로 여행하는 것을 선호해.,0
우리는 게리에게 우리와 함께 가자고 설득했어.,0
그들은 그들의 비밀을 알기를 원하지 않았어.,0
나는 내 오빠에게 수영을 가르치는 중이야.,0
그는 매우 웃겨. 그는 나를 웃게 해.,0
 빵을 좀 사려고.,0
약간의 과일을 사려고 상점에 갔어.,0
매니저와 이야기하기 위해 기다리는 중이야.,0
아직 떠날 수 없어. John이 전화하기를 기다리고 있어.,0
어젯밤 몇 시에 잠들었니?,0
아이들은 종종 수학여행에 가.,0
공항 직원들은 파업을 해오고 있어.,0
Richard는 조그만 보트를 가지고 있고 종종 항해하곤 해.,0
"너의 어머니가 아프셔서 유감이야, 그녀가 빨리 나아지기를 바래.",0
우리는 보스턴에서 10시 15분에 떠나서 오타와에 11시 45분에 도착했어.,0
차가 멈춰서고 한 남자가 내렸었어.,0
"우리는 호텔 밖에서 버스를 타서, 교회 거리에서 내려.",0
 그녀는 매일 같은 일을 해.,0
이 영화는 언제 제작되었니?,0
오늘 밤에 뭐하니?,0
"미안해, 내가 실수했어.",0
"내가 Sue를 처음 만났을 때, 그녀는 짧은 머리였어.",0
쿠키 좀 먹어,0
나는 매일 아침 아침밥과 함께 커피를 마셔.,0
Tim 은 직업이 없어.,0
절대로 우유를 마시지 않아. 그녀는 우유를 싫어해.,0
"이 편지는 나를 위한 게 아니라, 널 위한거야.",0
신문 어디에 있니?,0
그 책들을 그에게 줄 수 있니?,0
하와이는 해변으로 유명해.,0
"나는 하와이를 좋아해, 그곳은 아름다워.",0
Helen은 나에게 그녀의 우산을 주었어.,0
"이것은 그들의 문제이지, 우리의 문제가 아니야.",0
이 책들은 내 것이니? 아니면 너 것이니?,0
"우리는 우리차로 가고, 그들은 그들의 차로 갔어.",0
이 카메라는 그녀의 것 이니 그의 것이니?,0
식당에 있었어.,0
이 돈은 누구의 돈이니?,0
"나에게 너의 번호를 주면, 나도 나의 핸드폰 번호를 줄게.",0
그 펜은 내 것이야. 나에게 줄 수 있니?,0
그는 우산이 없었어. 그래서 그녀는 그에게 자신의 것을 주었어.,0
"응, 그가 누군지는 알지만, 그의 이름은 기억나지 않아.",0
거울 속에 비친 내 모습을 봤어.,0
"그녀는 자전거에서 떨어졌으나, 다치지는 않았어.",0
